PLOT_ID,SAMPLE_ID,LON,LAT,FLAGGED,ANALYSES,USER_ID,COLLECTION_TIME,ANALYSIS_DURATION,IMAGERY_TITLE,PL_PLOTID,LAND USE,LAND USE 2000
136077409,497491267,113.5296506,-8.156958147,FALSE,1,karistenneson@gmail.com,47:45.9,311.9,BingAerial,3603369,Other,Other
136077409,497491268,113.5296506,-8.156824763,FALSE,1,karistenneson@gmail.com,47:45.9,311.9,BingAerial,3603369,Other,Other
136077409,497491269,113.5297854,-8.157091531,FALSE,1,karistenneson@gmail.com,47:45.9,311.9,BingAerial,3603369,Other,Other
136077409,497491270,113.5297854,-8.156958147,FALSE,1,karistenneson@gmail.com,47:45.9,311.9,BingAerial,3603369,Other,Other
136077409,497491271,113.5297854,-8.156824763,FALSE,1,karistenneson@gmail.com,47:45.9,311.9,BingAerial,3603369,Other,Other
136077409,497491272,113.5297854,-8.156691379,FALSE,1,karistenneson@gmail.com,47:45.9,311.9,BingAerial,3603369,Other,Other
136077409,497491273,113.5299201,-8.157224915,FALSE,1,karistenneson@gmail.com,47:45.9,311.9,BingAerial,3603369,Other,Other
136077409,497491274,113.5299201,-8.157091531,FALSE,1,karistenneson@gmail.com,47:45.9,311.9,BingAerial,3603369,Other,Other
136077409,497491275,113.5299201,-8.156958147,FALSE,1,karistenneson@gmail.com,47:45.9,311.9,BingAerial,3603369,Other,Other
136077409,497491276,113.5299201,-8.156824763,FALSE,1,karistenneson@gmail.com,47:45.9,311.9,BingAerial,3603369,Other,Other
136077409,497491277,113.5299201,-8.156691379,FALSE,1,karistenneson@gmail.com,47:45.9,311.9,BingAerial,3603369,Other,Other
136077409,497491278,113.5299201,-8.156557995,FALSE,1,karistenneson@gmail.com,47:45.9,311.9,BingAerial,3603369,Other,Other
136077409,497491279,113.5300549,-8.157224915,FALSE,1,karistenneson@gmail.com,47:45.9,311.9,BingAerial,3603369,Other,Other
136077409,497491280,113.5300549,-8.157091531,FALSE,1,karistenneson@gmail.com,47:45.9,311.9,BingAerial,3603369,Other,Other
136077409,497491281,113.5300549,-8.156958147,FALSE,1,karistenneson@gmail.com,47:45.9,311.9,BingAerial,3603369,Other,Other
136077409,497491282,113.5300549,-8.156824763,FALSE,1,karistenneson@gmail.com,47:45.9,311.9,BingAerial,3603369,Other,Other
136077409,497491283,113.5300549,-8.156691379,FALSE,1,karistenneson@gmail.com,47:45.9,311.9,BingAerial,3603369,Other,Other
136077409,497491284,113.5300549,-8.156557995,FALSE,1,karistenneson@gmail.com,47:45.9,311.9,BingAerial,3603369,Other,Other
136077409,497491285,113.5301896,-8.157091531,FALSE,1,karistenneson@gmail.com,47:45.9,311.9,BingAerial,3603369,Other,Other
136077409,497491286,113.5301896,-8.156958147,FALSE,1,karistenneson@gmail.com,47:45.9,311.9,BingAerial,3603369,Other,Other
136077409,497491287,113.5301896,-8.156824763,FALSE,1,karistenneson@gmail.com,47:45.9,311.9,BingAerial,3603369,Other,Other
136077409,497491288,113.5301896,-8.156691379,FALSE,1,karistenneson@gmail.com,47:45.9,311.9,BingAerial,3603369,Other,Other
136077409,497491289,113.5303244,-8.156958147,FALSE,1,karistenneson@gmail.com,47:45.9,311.9,BingAerial,3603369,Other,Other
136077409,497491290,113.5303244,-8.156824763,FALSE,1,karistenneson@gmail.com,47:45.9,311.9,BingAerial,3603369,Other,Other
136077410,497491291,111.3030141,-6.976373689,FALSE,1,admin@openforis.org,47:37.5,260.4,DigitalGlobeRecentImagery,3603004,Other,Other
136077410,497491292,111.3030141,-6.976239939,FALSE,1,admin@openforis.org,47:37.5,260.4,DigitalGlobeRecentImagery,3603004,Other,Other
136077410,497491293,111.3031489,-6.976507438,FALSE,1,admin@openforis.org,47:37.5,260.4,DigitalGlobeRecentImagery,3603004,Other,Other
136077410,497491294,111.3031489,-6.976373689,FALSE,1,admin@openforis.org,47:37.5,260.4,DigitalGlobeRecentImagery,3603004,Other,Other
136077410,497491295,111.3031489,-6.976239939,FALSE,1,admin@openforis.org,47:37.5,260.4,DigitalGlobeRecentImagery,3603004,Other,Other
136077410,497491296,111.3031489,-6.976106189,FALSE,1,admin@openforis.org,47:37.5,260.4,DigitalGlobeRecentImagery,3603004,Other,Other
136077410,497491297,111.3032836,-6.976641188,FALSE,1,admin@openforis.org,47:37.5,260.4,DigitalGlobeRecentImagery,3603004,Other,Other
136077410,497491298,111.3032836,-6.976507438,FALSE,1,admin@openforis.org,47:37.5,260.4,DigitalGlobeRecentImagery,3603004,Other,Other
136077410,497491299,111.3032836,-6.976373689,FALSE,1,admin@openforis.org,47:37.5,260.4,DigitalGlobeRecentImagery,3603004,Other,Other
136077410,497491300,111.3032836,-6.976239939,FALSE,1,admin@openforis.org,47:37.5,260.4,DigitalGlobeRecentImagery,3603004,Other,Other
136077410,497491301,111.3032836,-6.976106189,FALSE,1,admin@openforis.org,47:37.5,260.4,DigitalGlobeRecentImagery,3603004,Other,Other
136077410,497491302,111.3032836,-6.97597244,FALSE,1,admin@openforis.org,47:37.5,260.4,DigitalGlobeRecentImagery,3603004,Other,Other
136077410,497491303,111.3034184,-6.976641188,FALSE,1,admin@openforis.org,47:37.5,260.4,DigitalGlobeRecentImagery,3603004,Other,Other
136077410,497491304,111.3034184,-6.976507438,FALSE,1,admin@openforis.org,47:37.5,260.4,DigitalGlobeRecentImagery,3603004,Other,Other
136077410,497491305,111.3034184,-6.976373689,FALSE,1,admin@openforis.org,47:37.5,260.4,DigitalGlobeRecentImagery,3603004,Other,Other
136077410,497491306,111.3034184,-6.976239939,FALSE,1,admin@openforis.org,47:37.5,260.4,DigitalGlobeRecentImagery,3603004,Other,Other
136077410,497491307,111.3034184,-6.976106189,FALSE,1,admin@openforis.org,47:37.5,260.4,DigitalGlobeRecentImagery,3603004,Other,Other
136077410,497491308,111.3034184,-6.97597244,FALSE,1,admin@openforis.org,47:37.5,260.4,DigitalGlobeRecentImagery,3603004,Other,Other
136077410,497491309,111.3035531,-6.976507438,FALSE,1,admin@openforis.org,47:37.5,260.4,DigitalGlobeRecentImagery,3603004,Other,Other
136077410,497491310,111.3035531,-6.976373689,FALSE,1,admin@openforis.org,47:37.5,260.4,DigitalGlobeRecentImagery,3603004,Other,Other
136077410,497491311,111.3035531,-6.976239939,FALSE,1,admin@openforis.org,47:37.5,260.4,DigitalGlobeRecentImagery,3603004,Other,Other
136077410,497491312,111.3035531,-6.976106189,FALSE,1,admin@openforis.org,47:37.5,260.4,DigitalGlobeRecentImagery,3603004,Other,Other
136077410,497491313,111.3036879,-6.976373689,FALSE,1,admin@openforis.org,47:37.5,260.4,DigitalGlobeRecentImagery,3603004,Other,Other
